,Incident Number w/year,Watch,Type of Incident,incident_type,Type  Location,Division,Council District,Year of Incident,Month1 of Occurence,Day1 of the Week,NIBRS Crime Category,severity,NIBRS Crime Against,Zip Code,x,y
7572,001916-2023,2,CREDIT CARD OR DEBIT CARD ABUSE,CREDIT CARD OR DEBIT CARD ABUSE,Retail Store,NORTHEAST,10,2023,February,Mon,FRAUD OFFENSES,11,PROPERTY,75243,32.9036,-96.71414
7575,021625-2023,2,BURGLARY OF BUILDING - FORCED ENTRY,BURGLARY,Construction Site,NORTHEAST,9,2023,February,Mon,BURGLARY/ BREAKING & ENTERING,8,PROPERTY,75218,32.81291,-96.72212
7576,023167-2023,2,"THEFT OF PROP > OR EQUAL $2,500 <$30K (NOT SHOPLIFT) PC31.03(e4A)",THEFT,Parking (Business),NORTHEAST,10,2023,January,Mon,LARCENY/ THEFT OFFENSES,9,PROPERTY,75238,32.88335,-96.68333
7579,000969-2023,2,ROBBERY OF INDIVIDUAL,ROBBERY,"Highway, Street, Alley ETC",NORTHEAST,13,2023,January,Mon,ROBBERY,4,PROPERTY,75231,32.86786,-96.73876
7580,010849-2023,2,"THEFT OF PROP > OR EQUAL $2,500 <$30K (SHOPLIFT-NOT EMP) PC31.03 (e4A)",THEFT,Outdoor Area Public/Private,NORTHEAST,14,2023,January,Mon,LARCENY/ THEFT OFFENSES,9,PROPERTY,75214,32.85606,-96.75044
7584,038412-2023,2,"THEFT OF PROP > OR EQUAL $2,500 <$30K (NOT SHOPLIFT) PC31.03(e4A)",THEFT,Outdoor Area Public/Private,NORTHEAST,9,2023,March,Mon,LARCENY/ THEFT OFFENSES,9,PROPERTY,75218,32.85835,-96.68376
7586,066875-2023,2,BURGLARY OF BUILDING - FORCED ENTRY,BURGLARY,Storage Facility,NORTHEAST,13,2023,April,Sat,BURGLARY/ BREAKING & ENTERING,8,PROPERTY,75231,32.88457,-96.75771
7587,054966-2023,2,"CRIM MISCHIEF > OR EQUAL $2,500 < $30K",CRIM MISCHIEF,"Highway, Street, Alley ETC",NORTHEAST,14,2023,April,Sat,DESTRUCTION/ DAMAGE/ VANDALISM OF PROPERTY,13,PROPERTY,75206,32.85154,-96.77084
7589,805042-2023,2,"THEFT OF PROP (AUTO ACC) > OR EQUAL $2,500 <$30K (NOT EMP) PC31.03(e4A)",THEFT,Hotel/Motel/ETC,NORTHEAST,2,2023,April,Sat,LARCENY/ THEFT OFFENSES,9,PROPERTY,75231,32.88689,-96.76885
7593,028893-2023,2,BURGLARY OF BUILDING - FORCED ENTRY,BURGLARY,Bar/NightClub/DanceHall ETC.,NORTHEAST,10,2023,February,Sat,BURGLARY/ BREAKING & ENTERING,8,PROPERTY,75238,32.89097,-96.70597
7594,024395-2023,2,"THEFT OF PROP (AUTO ACC) > OR EQUAL $2,500 <$30K (NOT EMP) PC31.03(e4A)",THEFT,Parking (Business),NORTHEAST,13,2023,February,Sat,LARCENY/ THEFT OFFENSES,9,PROPERTY,75231,32.86681,-96.76804
7595,031622-2023,2,"THEFT OF PROP > OR EQUAL $2,500 <$30K (NOT SHOPLIFT) PC31.03(e4A)",THEFT,"Highway, Street, Alley ETC",NORTHEAST,13,2023,February,Sat,LARCENY/ THEFT OFFENSES,9,PROPERTY,75231,32.87,-96.76275
7597,046969-2023,2,BURGLARY OF BUILDING - FORCED ENTRY,BURGLARY,Business Office,NORTHEAST,7,2023,February,Sat,BURGLARY/ BREAKING & ENTERING,8,PROPERTY,75228,32.80032,-96.68163
7599,029312-2023,2,UNAUTHORIZED USE OF MOTOR VEH - TRUCK OR BUS,UNAUTHORIZED USE OF MOTOR VEH,Medical Facility,NORTHEAST,9,2023,February,Sat,MOTOR VEHICLE THEFT,10,PROPERTY,75218,32.83524,-96.70528
7601,004524-2023,2,UNAUTHORIZED USE OF MOTOR VEH - AUTOMOBILE,UNAUTHORIZED USE OF MOTOR VEH,Retail Store,NORTHEAST,10,2023,January,Sat,MOTOR VEHICLE THEFT,10,PROPERTY,75231,32.87769,-96.73482
7602,011739-2023,2,BURGLARY OF BUILDING - FORCED ENTRY,BURGLARY,Storage Facility,NORTHEAST,13,2023,January,Sat,BURGLARY/ BREAKING & ENTERING,8,PROPERTY,75231,32.88494,-96.75922
7604,005082-2023,2,"CRIM MISCHIEF > OR EQUAL $2,500 < $30K",CRIM MISCHIEF,Convenience Store,NORTHEAST,14,2023,January,Sat,DESTRUCTION/ DAMAGE/ VANDALISM OF PROPERTY,13,PROPERTY,75206,32.84541,-96.7696
7606,008757-2023,2,UNAUTHORIZED USE OF MOTOR VEH -(TEST DRIVE,UNAUTHORIZED USE OF MOTOR VEH,Parking (Business),NORTHEAST,9,2023,January,Sat,FRAUD OFFENSES,11,PROPERTY,75218,32.86014,-96.67357
7607,049705-2023,2,"THEFT OF PROP > OR EQUAL $2,500 <$30K (NOT SHOPLIFT) PC31.03(e4A)",THEFT,Park,NORTHEAST,9,2023,January,Sat,LARCENY/ THEFT OFFENSES,9,PROPERTY,75218,32.85606,-96.71726
7610,071257-2023,2,BURGLARY OF BUILDING - FORCED ENTRY,BURGLARY,Storage Facility,NORTHEAST,7,2023,March,Sat,BURGLARY/ BREAKING & ENTERING,8,PROPERTY,75228,32.80532,-96.68423
7611,047218-2023,2,THEFT OF PROP > OR EQUAL $30K <$150K (NOT SHOPLIFT) PC31.03(e5),THEFT,Construction Site,NORTHEAST,7,2023,March,Sat,LARCENY/ THEFT OFFENSES,9,PROPERTY,75228,32.801,-96.67567
7613,047648-2023,2,BURGLARY OF BUILDING - NO FORCED ENTRY,BURGLARY,Retail Store,NORTHEAST,9,2023,March,Sat,BURGLARY/ BREAKING & ENTERING,8,PROPERTY,75218,32.84225,-96.69162
7614,060290-2023,2,BURGLARY OF BUILDING - FORCED ENTRY,BURGLARY,Storage Facility,NORTHEAST,13,2023,April,Sun,BURGLARY/ BREAKING & ENTERING,8,PROPERTY,75231,32.88457,-96.75771
7616,064234-2023,2,OTHER FELONY OFFENSE - COUNTERFEITING/FORGERY,BURGLARY,Hotel/Motel/ETC,NORTHEAST,7,2023,April,Sun,COUNTERFEITING / FORGERY,17,PROPERTY,75228,32.79678,-96.68906
7617,055675-2023,2,"THEFT OF PROP > OR EQUAL $2,500 <$30K (EMPLOYEE) PC31.03(e4A)",THEFT,Financial Institution,NORTHEAST,9,2023,April,Sun,EMBEZZELMENT,14,PROPERTY,75218,32.84986,-96.68284
7619,024763-2023,2,ROBBERY OF BUSINESS,ROBBERY,Department/Discount Store,NORTHEAST,9,2023,February,Sun,ROBBERY,4,PROPERTY,75218,32.84774,-96.68515
7620,802306-2023,2,THEFT OF SERVICE > OR EQUAL $30K <$150K PC31.04(e5),THEFT,Retail Store,NORTHEAST,10,2023,January,Sun,FRAUD OFFENSES,11,PROPERTY,75243,32.907067008,-96.764813986
7621,017148-2023,2,"THEFT OF PROP (AUTO ACC) > OR EQUAL $2,500 <$30K (NOT EMP) PC31.03(e4A)",THEFT,Outdoor Area Public/Private,NORTHEAST,13,2023,January,Sun,LARCENY/ THEFT OFFENSES,9,PROPERTY,75231,32.86555,-96.76584
7622,013993-2023,2,FALSE STATEMENT FOR PROPERTY/CREDIT > $30K < $150K PC32.32(c5),FRAUD,Parking (Business),NORTHEAST,14,2023,January,Sun,FRAUD OFFENSES,11,PROPERTY,75206,32.85182,-96.76694
7624,018169-2023,2,BURGLARY OF BUILDING - FORCED ENTRY,BURGLARY,Storage Facility,NORTHEAST,9,2023,January,Sun,BURGLARY/ BREAKING & ENTERING,8,PROPERTY,75218,32.84444,-96.68644
7625,071680-2023,2,BURGLARY OF BUILDING - FORCED ENTRY,BURGLARY,Storage Facility,NORTHEAST,13,2023,March,Sun,BURGLARY/ BREAKING & ENTERING,8,PROPERTY,75231,32.89784,-96.76698
7626,803127-2023,2,"THEFT OF PROP (AUTO ACC) > OR EQUAL $2,500 <$30K (NOT EMP) PC31.03(e4A)",THEFT,Church/Synagogue/Temple/Mosque,NORTHEAST,7,2023,March,Sun,LARCENY/ THEFT OFFENSES,9,PROPERTY,75228,32.81261,-96.68433
7629,046513-2023,2,ROBBERY OF INDIVIDUAL (AGG),ROBBERY,Specialty Store (In a Specific Item),NORTHEAST,9,2023,March,Sun,ROBBERY,4,PROPERTY,75238,32.87208,-96.68363
7634,067132-2023,2,"THEFT OF PROP > OR EQUAL $2,500 <$30K (NOT SHOPLIFT) PC31.03(e4A)",THEFT,Commercial Property Occupied/Vacant,NORTHEAST,9,2023,April,Thu,LARCENY/ THEFT OFFENSES,9,PROPERTY,75238,32.86403,-96.70577
7638,018727-2023,2,BURGLARY OF BUILDING - FORCED ENTRY,BURGLARY,Restaurant/Food Service/TABC Location,NORTHEAST,10,2023,February,Thu,BURGLARY/ BREAKING & ENTERING,8,PROPERTY,75238,32.86516,-96.70169
7641,018781-2023,2,THEFT BY DECEPTION (FRAUD) >OR EQUAL $30K <$150K,THEFT,Auto Dealership New/Used,NORTHEAST,9,2023,February,Thu,FRAUD OFFENSES,11,PROPERTY,75228,32.86246,-96.66543
7644,015525-2023,2,UNAUTHORIZED USE OF MOTOR VEH - TRUCK OR BUS,UNAUTHORIZED USE OF MOTOR VEH,Parking (Business),NORTHEAST,13,2023,January,Thu,MOTOR VEHICLE THEFT,10,PROPERTY,75231,32.8714,-96.76293
7645,009414-2023,2,"THEFT OF PROP > OR EQUAL $2,500 <$30K (NOT SHOPLIFT) PC31.03(e4A)",THEFT,"Highway, Street, Alley ETC",NORTHEAST,7,2023,January,Thu,LARCENY/ THEFT OFFENSES,9,PROPERTY,75228,32.80743,-96.68344
7647,015809-2023,2,THEFT FROM PERSON,THEFT,Outdoor Area Public/Private,NORTHEAST,7,2023,January,Thu,LARCENY/ THEFT OFFENSES,9,PROPERTY,75228,32.79586,-96.69406
7648,016605-2023,2,BURGLARY OF BUILDING - FORCED ENTRY,BURGLARY,Other,NORTHEAST,9,2023,January,Thu,BURGLARY/ BREAKING & ENTERING,8,PROPERTY,75231,32.86558,-96.74242
7649,002775-2023,2,FORGERY FINANCIAL INSTRUMENT > OR EQUAL $2500<$30K IAT,BURGLARY,Business Office,NORTHEAST,9,2023,January,Thu,COUNTERFEITING / FORGERY,17,PROPERTY,75231,32.86539,-96.74306
7652,049343-2023,2,"THEFT OF PROP > OR EQUAL $2,500 <$30K (NOT SHOPLIFT) PC31.03(e4A)",THEFT,Commercial Property Occupied/Vacant,NORTHEAST,10,2023,March,Thu,LARCENY/ THEFT OFFENSES,9,PROPERTY,75243,32.90913,-96.70378
7653,035762-2023,2,BURGLARY OF BUILDING - FORCED ENTRY,BURGLARY,Storage Facility,NORTHEAST,10,2023,March,Thu,BURGLARY/ BREAKING & ENTERING,8,PROPERTY,75238,32.87964,-96.69117
7655,053595-2023,2,"THEFT OF PROP (AUTO ACC) > OR EQUAL $2,500 <$30K (NOT EMP) PC31.03(e4A)",THEFT,Parking (Business),NORTHEAST,13,2023,March,Thu,LARCENY/ THEFT OFFENSES,9,PROPERTY,75231,32.86711,-96.76498
7656,802478-2023,2,"THEFT OF PROP > OR EQUAL $2,500 <$30K (NOT SHOPLIFT) PC31.03(e4A)",THEFT,Bank/Savings And Loan,NORTHEAST,13,2023,March,Thu,LARCENY/ THEFT OFFENSES,9,PROPERTY,75231,32.86169,-96.75433
7659,804467-2023,2,"CRIM MISCHIEF > OR EQUAL $2,500 < $30K",CRIM MISCHIEF,Parking (Business),NORTHEAST,13,2023,April,Tue,DESTRUCTION/ DAMAGE/ VANDALISM OF PROPERTY,13,PROPERTY,75231,32.87193,-96.76795
7661,070267-2023,2,UNAUTHORIZED USE OF MOTOR VEH - AUTOMOBILE,UNAUTHORIZED USE OF MOTOR VEH,Parking (Business),NORTHEAST,13,2023,April,Tue,MOTOR VEHICLE THEFT,10,PROPERTY,75231,32.87532,-96.7698
7664,056895-2023,2,"CRIM MISCHIEF > OR EQUAL $2,500 < $30K",CRIM MISCHIEF,"Highway, Street, Alley ETC",NORTHEAST,9,2023,April,Tue,DESTRUCTION/ DAMAGE/ VANDALISM OF PROPERTY,13,PROPERTY,75214,32.84017,-96.74119
7666,063793-2023,2,"CRIM MISCHIEF > OR EQUAL $2,500 < $30K",CRIM MISCHIEF,Outdoor Area Public/Private,NORTHEAST,9,2023,April,Tue,DESTRUCTION/ DAMAGE/ VANDALISM OF PROPERTY,13,PROPERTY,75218,32.82478,-96.69645
7668,051616-2023,2,"THEFT OF PROP > OR EQUAL $2,500 <$30K (NOT SHOPLIFT) PC31.03(e4A)",THEFT,Parking (Business),NORTHEAST,10,2023,August,Tue,LARCENY/ THEFT OFFENSES,9,PROPERTY,75238,32.89801,-96.69926
7669,025259-2023,2,BURGLARY OF BUILDING - FORCED ENTRY,BURGLARY,Storage Facility,NORTHEAST,13,2023,December,Tue,BURGLARY/ BREAKING & ENTERING,8,PROPERTY,75231,32.89784,-96.76698
7671,022259-2023,2,BURGLARY OF BUILDING - FORCED ENTRY,BURGLARY,Commercial Property Occupied/Vacant,NORTHEAST,10,2023,February,Tue,BURGLARY/ BREAKING & ENTERING,8,PROPERTY,75238,32.89801,-96.69926
7673,049625-2023,2,BURGLARY OF BUILDING - FORCED ENTRY,BURGLARY,Storage Facility,NORTHEAST,13,2023,February,Tue,BURGLARY/ BREAKING & ENTERING,8,PROPERTY,75231,32.89148,-96.76682
7674,030062-2023,2,"CRIM MISCHIEF > OR EQUAL $2,500 < $30K",CRIM MISCHIEF,Bank/Savings And Loan,NORTHEAST,14,2023,February,Tue,DESTRUCTION/ DAMAGE/ VANDALISM OF PROPERTY,13,PROPERTY,75206,32.86123,-96.76806
7677,002965-2023,2,UNAUTHORIZED USE OF MOTOR VEH - AUTOMOBILE,UNAUTHORIZED USE OF MOTOR VEH,Parking Lot (Park),NORTHEAST,10,2023,January,Tue,MOTOR VEHICLE THEFT,10,PROPERTY,75231,32.87777,-96.73284
7678,001669-2023,2,UNAUTHORIZED USE OF MOTOR VEH - AUTOMOBILE,UNAUTHORIZED USE OF MOTOR VEH,Parking Lot (All Others),NORTHEAST,11,2023,January,Tue,MOTOR VEHICLE THEFT,10,PROPERTY,75243,32.91637,-96.76669
7679,800421-2023,2,"THEFT OF PROP (AUTO ACC) > OR EQUAL $2,500 <$30K (NOT EMP) PC31.03(e4A)",THEFT,Parking (Business),NORTHEAST,13,2023,January,Tue,LARCENY/ THEFT OFFENSES,9,PROPERTY,75231,32.87679,-96.76188
7680,001384-2023,2,UNAUTHORIZED USE OF MOTOR VEH - AUTOMOBILE,UNAUTHORIZED USE OF MOTOR VEH,Parking (Business),NORTHEAST,7,2023,January,Tue,MOTOR VEHICLE THEFT,10,PROPERTY,75228,32.80335,-96.68786
7681,007476-2023,2,THEFT BY DECEPTION (FRAUD) >OR EQUAL $30K <$150K,THEFT,Other,NORTHEAST,9,2023,January,Tue,FRAUD OFFENSES,11,PROPERTY,75215,32.76737,-96.79509
7682,061622-2023,2,BURGLARY OF BUILDING - NO FORCED ENTRY,BURGLARY,Storage Facility,NORTHEAST,10,2023,March,Tue,BURGLARY/ BREAKING & ENTERING,8,PROPERTY,75243,32.90535,-96.71012
7684,039392-2023,2,"THEFT OF PROP > OR EQUAL $2,500 <$30K (NOT SHOPLIFT) PC31.03(e4A)",THEFT,Construction Site,NORTHEAST,9,2023,March,Tue,LARCENY/ THEFT OFFENSES,9,PROPERTY,75238,32.87793,-96.68997
7685,039751-2023,2,UNAUTHORIZED USE OF MOTOR VEH - AUTOMOBILE,UNAUTHORIZED USE OF MOTOR VEH,Outdoor Area Public/Private,NORTHEAST,9,2023,March,Tue,MOTOR VEHICLE THEFT,10,PROPERTY,75228,32.83487,-96.67523
7686,005137-2023,2,BURGLARY OF BUILDING - NO FORCED ENTRY,BURGLARY,Storage Facility,NORTHEAST,10,2023,November,Tue,BURGLARY/ BREAKING & ENTERING,8,PROPERTY,75243,32.91558,-96.70412
7687,060504-2023,2,THEFT OF PROP > OR EQUAL $30K <$150K (EMPLOYEE) PC31.03(e5),THEFT,Business Office,NORTHEAST,10,2023,November,Tue,EMBEZZELMENT,14,PROPERTY,75238,32.90057,-96.70062
7688,036704-2023,2,FRAUD USE/POSS IDENTIFYING INFO # ITEMS < 5,FRAUD,Other,NORTHEAST,10,2023,November,Tue,FRAUD OFFENSES,11,PROPERTY,75243,32.91366,-96.7352
7689,057623-2023,2,THEFT OF MATERIAL ALUM/BRNZE/COPPER <$20K PC31.03(e4F),THEFT,Outdoor Area Public/Private,NORTHEAST,10,2023,April,Wed,LARCENY/ THEFT OFFENSES,9,PROPERTY,75243,32.91523,-96.7567
7690,066287-2023,2,THEFT FROM PERSON,THEFT,Gas or Service Station,NORTHEAST,10,2023,April,Wed,LARCENY/ THEFT OFFENSES,9,PROPERTY,75243,32.91023,-96.71832
7692,803899-2023,2,"THEFT OF PROP (AUTO ACC) > OR EQUAL $2,500 <$30K (NOT EMP) PC31.03(e4A)",THEFT,Hotel/Motel/ETC,NORTHEAST,14,2023,April,Wed,LARCENY/ THEFT OFFENSES,9,PROPERTY,75206,32.86281,-96.76889
7694,804958-2023,2,"CRIM MISCHIEF > OR EQUAL $2,500 < $30K",CRIM MISCHIEF,Parking Lot (All Others),NORTHEAST,2,2023,April,Wed,DESTRUCTION/ DAMAGE/ VANDALISM OF PROPERTY,13,PROPERTY,75217,32.779558747,-96.803987017
7695,073828-2023,2,BURGLARY OF BUILDING - FORCED ENTRY,BURGLARY,Storage Facility,NORTHEAST,2,2023,April,Wed,BURGLARY/ BREAKING & ENTERING,8,PROPERTY,75228,32.79987,-96.68427
7697,804277-2023,2,"THEFT OF PROP (AUTO ACC) > OR EQUAL $2,500 <$30K (NOT EMP) PC31.03(e4A)",THEFT,Parking (Business),NORTHEAST,9,2023,April,Wed,LARCENY/ THEFT OFFENSES,9,PROPERTY,75218,32.83545,-96.70515
7698,025870-2023,2,BURGLARY OF BUILDING - FORCED ENTRY,BURGLARY,Storage Facility,NORTHEAST,10,2023,February,Wed,BURGLARY/ BREAKING & ENTERING,8,PROPERTY,75243,32.91368,-96.74467
7701,014883-2023,2,ROBBERY OF INDIVIDUAL (AGG),ROBBERY,Other,NORTHEAST,10,2023,January,Wed,ROBBERY,4,PROPERTY,75243,32.90708,-96.76543
7702,800714-2023,2,"THEFT OF PROP (AUTO ACC) > OR EQUAL $2,500 <$30K (NOT EMP) PC31.03(e4A)",THEFT,Parking Lot (All Others),NORTHEAST,13,2023,January,Wed,LARCENY/ THEFT OFFENSES,9,PROPERTY,75231,32.86681,-96.76804
7703,800728-2023,2,"THEFT OF PROP (AUTO ACC) > OR EQUAL $2,500 <$30K (NOT EMP) PC31.03(e4A)",THEFT,Parking Lot (Park),NORTHEAST,13,2023,January,Wed,LARCENY/ THEFT OFFENSES,9,PROPERTY,75231,32.88338,-96.76674
7704,011182-2023,2,"THEFT OF PROP (AUTO ACC) > OR EQUAL $2,500 <$30K (NOT EMP) PC31.03(e4A)",THEFT,Parking (Business),NORTHEAST,14,2023,January,Wed,LARCENY/ THEFT OFFENSES,9,PROPERTY,75206,32.846664407,-96.771278484
7705,010661-2023,2,"CRIM MISCHIEF > OR EQUAL $2,500 < $30K",CRIM MISCHIEF,Parking (Business),NORTHEAST,9,2023,January,Wed,DESTRUCTION/ DAMAGE/ VANDALISM OF PROPERTY,13,PROPERTY,75238,32.87442,-96.68628
7706,801283-2023,2,THEFT BY DECEPTION (FRAUD) >OR EQUAL $30K <$150K,THEFT,Bank/Savings And Loan,NORTHEAST,9,2023,January,Wed,FRAUD OFFENSES,11,PROPERTY,75218,32.83381,-96.70207
7709,014786-2023,2,"THEFT OF PROP > OR EQUAL $2,500 <$30K (NOT SHOPLIFT) PC31.03(e4A)",THEFT,Parking Lot (All Others),NORTHEAST,9,2023,January,Wed,LARCENY/ THEFT OFFENSES,9,PROPERTY,75218,32.80815,-96.72148
7716,058734-2023,2,FORGERY FINANCIAL INSTRUMENT > OR EQUAL $2500<$30K IAT,BURGLARY,Bank/Savings And Loan,NORTHWEST,13,2023,April,Fri,COUNTERFEITING / FORGERY,17,PROPERTY,75225,32.86548,-96.8107
7718,059324-2023,2,BURGLARY OF BUILDING - FORCED ENTRY,BURGLARY,Specialty Store (In a Specific Item),NORTHWEST,2,2023,April,Fri,BURGLARY/ BREAKING & ENTERING,8,PROPERTY,75235,32.82997,-96.84252
7720,064968-2023,2,THEFT FROM BUILDING> OR EQUAL $2500<$30K (NOT SHOPLIFT),THEFT,Business Office,NORTHWEST,2,2023,April,Fri,LARCENY/ THEFT OFFENSES,9,PROPERTY,75247,32.81942,-96.86755
7721,072071-2023,2,"THEFT OF PROP (AUTO ACC) > OR EQUAL $2,500 <$30K (NOT EMP) PC31.03(e4A)",THEFT,Specialty Store (In a Specific Item),NORTHWEST,6,2023,April,Fri,LARCENY/ THEFT OFFENSES,9,PROPERTY,75220,32.85655,-96.88113
7722,070548-2023,2,THEFT OF PROP > OR EQUAL $30K <$150K (NOT SHOPLIFT) PC31.03(e5),THEFT,Business Office,NORTHWEST,6,2023,April,Fri,LARCENY/ THEFT OFFENSES,9,PROPERTY,75220,32.87246,-96.88744
7724,058718-2023,2,ROBBERY OF BUSINESS (AGG),ROBBERY,Retail Store,NORTHWEST,6,2023,April,Fri,ROBBERY,4,PROPERTY,75229,32.89796,-96.90206
7725,058626-2023,2,ROBBERY OF INDIVIDUAL,ROBBERY,"Highway, Street, Alley ETC",NORTHWEST,6,2023,April,Fri,ROBBERY,4,PROPERTY,75229,32.90927,-96.8831
7727,803316-2023,2,THEFT OF SERVICE > OR EQUAL $30K <$150K PC31.04(e5),THEFT,Airport - Love Field,NORTHWEST,2,2023,February,Fri,FRAUD OFFENSES,11,PROPERTY,75235,32.8369,-96.84277
7728,801382-2023,2,"THEFT OF PROP > OR EQUAL $2,500 <$30K (NOT SHOPLIFT) PC31.03(e4A)",THEFT,Parking (Business),NORTHWEST,2,2023,February,Fri,LARCENY/ THEFT OFFENSES,9,PROPERTY,75235,32.83366,-96.86061
7730,047677-2023,2,BURGLARY OF BUILDING - NO FORCED ENTRY,BURGLARY,Storage Facility,NORTHWEST,2,2023,February,Fri,BURGLARY/ BREAKING & ENTERING,8,PROPERTY,75235,32.8358,-96.83493
7736,015973-2023,2,"THEFT OF PROP > OR EQUAL $2,500 <$30K (NOT SHOPLIFT) PC31.03(e4A)",THEFT,Commercial Property Occupied/Vacant,NORTHWEST,6,2023,January,Fri,LARCENY/ THEFT OFFENSES,9,PROPERTY,75229,32.89565,-96.90373
7740,003431-2023,2,BURGLARY OF BUILDING - FORCED ENTRY,BURGLARY,Restaurant/Food Service/TABC Location,NORTHWEST,6,2023,January,Fri,BURGLARY/ BREAKING & ENTERING,8,PROPERTY,75220,32.86789,-96.90859
7741,036470-2023,2,"THEFT OF PROP <$2,500 2+PREV CONV (SHOPLFT-NOT EMP) PC31.03(e4D)",THEFT,Convenience Store,NORTHWEST,2,2023,March,Fri,LARCENY/ THEFT OFFENSES,9,PROPERTY,75247,32.81954,-96.86819
7742,803456-2023,2,"THEFT OF PROP (AUTO ACC) > OR EQUAL $2,500 <$30K (NOT EMP) PC31.03(e4A)",THEFT,Hotel/Motel/ETC,NORTHWEST,2,2023,March,Fri,LARCENY/ THEFT OFFENSES,9,PROPERTY,75235,32.83447,-96.83657
7746,045409-2023,2,BURGLARY OF BUILDING - FORCED ENTRY,BURGLARY,Storage Facility,NORTHWEST,6,2023,March,Fri,BURGLARY/ BREAKING & ENTERING,8,PROPERTY,75234,32.91288,-96.8965
7747,803046-2023,2,THEFT BY DECEPTION (FRAUD) >OR EQUAL $30K <$150K,THEFT,Business Office,NORTHWEST,6,2023,March,Fri,FRAUD OFFENSES,11,PROPERTY,75220,32.86807,-96.89623
7748,051665-2023,2,"THEFT OF PROP > OR EQUAL $2,500 <$30K (NOT SHOPLIFT) PC31.03(e4A)",THEFT,Parking (Business),NORTHWEST,6,2023,March,Fri,LARCENY/ THEFT OFFENSES,9,PROPERTY,75207,32.80607,-96.85112
7749,037058-2023,2,UNAUTHORIZED USE OF MOTOR VEH - AUTOMOBILE,UNAUTHORIZED USE OF MOTOR VEH,"Highway, Street, Alley ETC",NORTHWEST,6,2023,March,Fri,MOTOR VEHICLE THEFT,10,PROPERTY,75220,32.86337,-96.89378
7750,072311-2023,2,THEFT BY DECEPTION (FRAUD) >OR EQUAL $30K <$150K,THEFT,Business Office,NORTHWEST,6,2023,September,Fri,FRAUD OFFENSES,11,PROPERTY,75229,32.891439997,-96.916728018
7753,061832-2023,2,"THEFT OF PROP > OR EQUAL $2,500 <$30K (NOT SHOPLIFT) PC31.03(e4A)",THEFT,Parking (Business),NORTHWEST,14,2023,April,Mon,LARCENY/ THEFT OFFENSES,9,PROPERTY,75219,32.82196,-96.81178
7754,804507-2023,2,THEFT FROM BUILDING> OR EQUAL $2500<$30K (NOT SHOPLIFT),THEFT,Restaurant/Food Service/TABC Location,NORTHWEST,2,2023,April,Mon,LARCENY/ THEFT OFFENSES,9,PROPERTY,75220,32.8575,-96.87301
7755,803837-2023,2,"THEFT OF PROP (AUTO ACC) > OR EQUAL $2,500 <$30K (NOT EMP) PC31.03(e4A)",THEFT,Parking (Business),NORTHWEST,2,2023,April,Mon,LARCENY/ THEFT OFFENSES,9,PROPERTY,75235,32.837,-96.86833
7762,056417-2023,2,UNAUTHORIZED USE OF MOTOR VEH - TRUCK OR BUS,UNAUTHORIZED USE OF MOTOR VEH,Restaurant/Food Service/TABC Location,NORTHWEST,6,2023,April,Mon,MOTOR VEHICLE THEFT,10,PROPERTY,75220,32.86002,-96.89682
7764,010025-2023,2,FALSE STATEMENT FOR PROPERTY/CREDIT > $30K < $150K PC32.32(c5),FRAUD,Bank/Savings And Loan,NORTHWEST,6,2023,December,Mon,FRAUD OFFENSES,11,PROPERTY,75229,32.8903,-96.88947
7765,022810-2023,2,ROBBERY OF INDIVIDUAL (AGG),ROBBERY,Parking (Business),NORTHWEST,13,2023,February,Mon,ROBBERY,4,PROPERTY,75209,32.85118,-96.82088
7767,025393-2023,2,BURGLARY OF BUILDING - NO FORCED ENTRY,BURGLARY,Abandoned/Condemned Structure,NORTHWEST,14,2023,February,Mon,BURGLARY/ BREAKING & ENTERING,8,PROPERTY,75219,32.81755,-96.81159
7768,801549-2023,2,"THEFT OF PROP (AUTO ACC) > OR EQUAL $2,500 <$30K (NOT EMP) PC31.03(e4A)",THEFT,Airport - Love Field,NORTHWEST,2,2023,February,Mon,LARCENY/ THEFT OFFENSES,9,PROPERTY,75235,32.85262,-96.85281
7771,800843-2023,2,"THEFT OF PROP > OR EQUAL $2,500 <$30K (SHOPLIFT-NOT EMP) PC31.03 (e4A)",THEFT,Retail Store,NORTHWEST,13,2023,January,Mon,LARCENY/ THEFT OFFENSES,9,PROPERTY,75244,32.91222,-96.81837
7776,009854-2023,2,UNAUTHORIZED USE OF MOTOR VEH - AUTOMOBILE,UNAUTHORIZED USE OF MOTOR VEH,Parking (Business),NORTHWEST,6,2023,January,Mon,MOTOR VEHICLE THEFT,10,PROPERTY,75234,32.90969,-96.87644
7777,014675-2023,2,BURGLARY OF BUILDING - FORCED ENTRY,BURGLARY,Industrial/Manufacturing,NORTHWEST,6,2023,January,Mon,BURGLARY/ BREAKING & ENTERING,8,PROPERTY,75247,32.81621,-96.87626
7781,051703-2023,2,"CRIM MISCHIEF > OR EQUAL $2,500 < $30K",CRIM MISCHIEF,Gas or Service Station,NORTHWEST,6,2023,March,Mon,DESTRUCTION/ DAMAGE/ VANDALISM OF PROPERTY,13,PROPERTY,75247,32.81047,-96.8506
